# CONTE 
#<time>,E,experiment,{type:start, id:<participantId>}
#<time>,E,experiment,{type:end, id:<participantId>}
schema,{type:I, subtype:t, description:touch, data:[{name:id, type:long}, {name:event, type:str, description:U/D/M}, {name:x, type:int}, {name:y, type:int}]}
schema,{type:I, subtype:a, description:accelerometer, data:[{name:x, type:int}, {name:y, type:int}, {name:z, type:int}, {name:roll, type:int}, {name:pitch, type:int}, {name:yaw, type:int}]}
START LOG
1535655702832,E,experiment,{"type":"start","id":1}
1535655702863,I,a,0,4,100,2,0,184
1535655702864,I,a,0,4,98,2,0,184
1535655702864,I,a,0,4,98,2,0,184
1535655702864,I,a,0,4,98,2,0,184
1535655702865,I,a,0,4,100,2,0,184
1535655702865,I,a,0,4,98,2,0,184
1535655702865,I,a,0,4,98,2,0,184
1535655702865,I,a,0,4,98,2,0,184
1535655702866,I,a,0,4,98,2,0,184
1535655702866,I,a,0,4,98,2,0,184
1535655702866,I,a,0,4,100,2,0,184
1535655702866,I,a,0,4,98,2,0,184
1535655702867,I,a,0,4,98,2,0,184
1535655702867,I,a,0,4,98,2,0,184
1535655702867,I,a,0,4,98,2,0,184
1535655702894,I,a,0,4,98,2,0,184
1535655702915,I,a,0,4,98,2,0,184
1535655702915,I,a,0,4,98,2,0,184
1535655702931,I,a,0,4,98,2,0,184
1535655702931,I,a,0,4,100,2,0,184
1535655702947,I,a,0,4,98,2,0,184
1535655702947,I,a,0,4,98,2,0,184
1535655702964,I,a,0,4,100,2,0,184
1535655702980,I,a,0,4,98,2,0,184
1535655702996,I,a,0,4,98,2,0,184
1535655703013,I,a,0,4,98,2,0,184
1535655703013,I,a,0,4,98,2,0,184
1535655703029,I,a,0,4,98,2,0,184
1535655703046,I,a,0,4,98,2,0,184
1535655703046,I,a,0,4,98,2,0,184
1535655703062,I,a,0,4,98,2,0,184
1535655703079,I,a,0,4,98,2,0,184
1535655703079,I,a,0,4,98,2,0,184
1535655703095,I,a,0,4,98,2,0,184
1535655703111,I,a,0,4,98,2,0,184
1535655703112,I,a,0,4,98,2,0,184
1535655703127,I,a,0,4,100,2,0,184
1535655703144,I,a,0,4,98,2,0,184
1535655703160,I,a,0,4,98,2,0,184
1535655703176,I,a,0,4,98,2,0,184
1535655703176,I,a,0,4,100,2,0,184
1535655703193,I,a,0,4,100,2,0,184
1535655703193,I,a,0,4,98,2,0,184
1535655703210,I,a,0,4,98,2,0,184
1535655703226,I,a,0,4,98,2,0,184
1535655703243,I,a,0,4,100,2,0,184
1535655703243,I,a,0,4,98,2,0,184
1535655703276,I,a,0,4,98,2,0,184
1535655703277,I,a,0,4,98,2,0,184
1535655703277,I,a,0,4,98,2,0,184
1535655703292,I,a,0,4,98,2,0,184
1535655703309,I,a,0,4,100,2,0,184
1535655703309,I,a,0,4,98,2,0,184
1535655703326,I,a,0,4,98,2,0,184
1535655703343,I,a,0,4,98,2,0,184
1535655703343,I,a,0,4,98,2,0,184
1535655703359,I,a,0,4,98,2,0,184
1535655703376,I,a,0,4,98,2,0,184
1535655703393,I,a,0,4,98,2,0,184
1535655703393,I,a,0,4,98,2,0,184
1535655703409,I,a,0,4,98,2,0,184
1535655703426,I,a,0,4,98,2,0,184
1535655703427,I,a,0,4,98,2,0,184
1535655703443,I,a,0,4,98,2,0,184
1535655703460,I,a,0,4,98,2,0,184
1535655703461,I,a,0,4,98,2,0,184
1535655703476,I,a,0,4,98,2,0,184
1535655703494,I,a,0,4,98,2,0,184
1535655703494,I,a,0,4,98,2,0,184
1535655703516,I,a,0,4,100,2,0,184
1535655703531,I,a,0,4,98,2,0,184
1535655703531,I,a,0,4,98,2,0,184
1535655703548,I,a,0,4,100,2,0,184
1535655703565,I,a,0,4,98,2,0,184
1535655703565,I,a,0,4,98,2,0,184
1535655703581,I,a,0,4,98,2,0,184
1535655703597,I,a,0,4,98,2,0,184
1535655703613,I,a,0,4,98,2,0,184
1535655703630,I,a,0,4,98,2,0,184
1535655703630,I,a,0,4,98,2,0,184
1535655703646,I,a,0,4,98,2,0,184
1535655703646,I,a,0,4,98,2,0,184
1535655703663,I,a,0,4,98,2,0,184
1535655703679,I,a,0,4,100,2,0,184
1535655703679,I,a,0,4,100,2,0,184
1535655703696,I,a,0,4,100,2,0,184
1535655703713,I,a,0,4,98,2,0,184
1535655703714,I,a,0,4,98,2,0,184
1535655703729,I,a,0,4,98,2,0,184
1535655703746,I,a,0,4,98,2,0,184
1535655703762,I,a,0,4,98,2,0,184
1535655703762,I,a,0,4,98,2,0,184
1535655703779,I,a,0,4,98,2,0,184
1535655703795,I,a,0,4,98,2,0,184
1535655703795,I,a,0,4,98,2,0,184
1535655703810,I,a,0,4,98,2,0,184
1535655703827,I,a,0,4,98,2,0,184
1535655703827,I,a,0,4,98,2,0,184
1535655703843,I,a,0,4,98,2,0,184
1535655703860,I,a,0,4,98,2,0,184
1535655703877,I,a,0,4,98,2,0,184
1535655703877,I,a,0,4,98,2,0,184
1535655703893,I,a,0,4,98,2,0,184
1535655703910,I,a,0,4,100,2,0,184
1535655703910,I,a,0,4,98,2,0,184
1535655703927,I,a,0,4,98,2,0,184
1535655703944,I,a,0,4,100,2,0,184
1535655703945,I,a,0,2,100,2,0,184
1535655703960,I,a,0,4,98,2,0,184
1535655703976,I,a,0,4,98,2,0,184
1535655703977,I,a,0,4,98,2,0,184
1535655703993,I,a,0,4,98,2,0,184
1535655704009,I,a,0,4,100,2,0,184
1535655704026,I,a,0,4,98,2,0,184
1535655704027,I,a,0,4,98,2,0,184
1535655704043,I,a,0,4,100,2,0,184
1535655704060,I,a,0,4,100,2,0,184
1535655704061,I,a,0,4,98,2,0,184
1535655704077,I,a,0,4,98,2,0,184
1535655704093,I,a,0,4,98,2,0,184
1535655704093,I,a,0,4,98,2,0,184
1535655704109,I,a,0,4,98,2,0,184
1535655704126,I,a,0,4,98,2,0,184
1535655704127,I,a,0,4,98,2,0,184
1535655704144,I,a,0,4,98,2,0,184
1535655704161,I,a,0,4,98,2,0,184
1535655704177,I,a,0,4,100,2,0,184
1535655704177,I,a,0,4,98,2,0,184
1535655704194,I,a,0,4,98,2,0,184
1535655704210,I,a,0,4,98,2,0,184
1535655704211,I,a,0,4,98,2,0,184
1535655704227,I,a,0,4,98,2,0,184
1535655704243,I,a,0,4,98,2,0,184
1535655704243,I,a,0,4,100,2,0,184
1535655704259,I,a,0,4,100,2,0,184
1535655704276,I,a,0,4,100,2,0,184
1535655704293,I,a,0,4,98,2,0,184
1535655704293,I,a,0,4,98,2,0,184
1535655704310,I,a,0,4,98,2,0,184
1535655704326,I,a,0,4,98,2,0,184
1535655704326,I,a,0,4,98,2,0,184
1535655704342,I,a,0,4,98,2,0,184
1535655704360,I,a,0,4,98,2,0,184
1535655704360,I,a,0,4,100,2,0,184
1535655704376,I,a,0,4,98,2,0,184
1535655704392,I,a,0,4,98,2,0,184
1535655704393,I,a,0,4,98,2,0,184
1535655704410,I,a,0,4,100,2,0,184
1535655704427,I,a,0,4,98,2,0,184
1535655704427,I,a,0,4,98,2,0,184
1535655704443,I,a,0,4,98,2,0,184
1535655704460,I,a,0,4,98,2,0,184
1535655704476,I,a,0,4,98,2,0,184
1535655704477,I,a,0,4,98,2,0,184
1535655704493,I,a,0,4,98,2,0,184
1535655704509,I,a,0,4,98,2,0,184
1535655704509,I,a,0,4,98,2,0,184
1535655704527,I,a,0,4,100,2,0,184
1535655704543,I,a,0,4,98,2,0,184
1535655704560,I,a,0,4,98,2,0,184
1535655704560,I,a,0,4,98,2,0,184
1535655704577,I,a,0,4,98,2,0,184
1535655704577,I,a,0,4,98,2,0,184
1535655704594,I,a,0,4,98,2,0,184
1535655704610,I,a,0,4,98,2,0,184
1535655704610,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704694,I,a,0,4,98,2,0,184
1535655704709,I,a,0,4,100,2,0,184
1535655704726,I,a,0,4,98,2,0,184
1535655704726,I,a,0,4,100,2,0,184
1535655704743,I,a,0,4,100,2,0,184
1535655704759,I,a,0,4,98,2,0,184
1535655704760,I,a,0,4,98,2,0,184
1535655704777,I,a,0,4,98,2,0,184
1535655704793,I,a,0,4,98,2,0,184
1535655704814,I,a,0,4,98,2,0,184
1535655704815,I,a,0,4,98,2,0,184
1535655704846,I,a,0,4,98,2,0,184
1535655704846,I,a,0,4,98,2,0,184
1535655704846,I,a,0,4,100,2,0,184
1535655704854,I,a,0,4,100,2,0,184
1535655704871,I,a,0,4,98,2,0,184
1535655704886,I,a,0,4,100,2,0,184
1535655704886,I,a,0,4,98,2,0,184
1535655704903,I,a,0,4,98,2,0,184
1535655704920,I,a,0,4,98,2,0,184
1535655704937,I,a,0,4,98,2,0,184
1535655704937,I,a,0,4,98,2,0,184
1535655704953,I,a,0,4,98,2,0,184
1535655704969,I,a,0,4,98,2,0,184
1535655704969,I,a,0,4,98,2,0,184
1535655704985,I,a,0,4,100,2,0,184
1535655705001,I,a,0,4,100,2,0,184
1535655705018,I,a,0,4,98,2,0,184
1535655705018,I,a,0,4,98,2,0,184
1535655705034,I,a,0,4,98,2,0,184
1535655705051,I,a,0,4,100,2,0,184
1535655705051,I,a,0,4,98,2,0,184
1535655705067,I,a,0,4,98,2,0,184
1535655705083,I,a,0,4,100,2,0,184
1535655705100,I,a,0,4,98,2,0,184
1535655705100,I,a,0,4,98,2,0,184
1535655705116,I,a,0,4,98,2,0,184
1535655705133,I,a,0,4,100,2,0,184
1535655705133,I,a,0,4,98,2,0,184
1535655705150,I,a,0,4,98,2,0,184
1535655705167,I,a,0,4,100,2,0,184
1535655705184,I,a,0,4,98,2,0,184
1535655705184,I,a,0,4,98,2,0,184
1535655705200,I,a,0,4,98,2,0,184
1535655705216,I,a,0,4,98,2,0,184
1535655705233,I,a,0,4,100,2,0,184
1535655705233,I,a,0,4,98,2,0,184
1535655705249,I,a,0,4,98,2,0,184
1535655705249,I,a,0,4,98,2,0,184
