# CONTE 
#<time>,E,experiment,{type:start, id:<participantId>}
#<time>,E,experiment,{type:end, id:<participantId>}
schema,{type:I, subtype:t, description:touch, data:[{name:id, type:long}, {name:event, type:str, description:U/D/M}, {name:x, type:int}, {name:y, type:int}]}
schema,{type:I, subtype:a, description:accelerometer, data:[{name:x, type:int}, {name:y, type:int}, {name:z, type:int}, {name:roll, type:int}, {name:pitch, type:int}, {name:yaw, type:int}]}
START LOG
1519174705062,E,experiment,{"type":"start","id":1}
1519174705085,I,a,-2,2,100,0,1,162
1519174705085,I,a,-2,2,100,0,1,162
1519174705086,I,a,-2,2,100,0,1,162
1519174705087,I,a,-2,2,100,0,1,162
1519174705087,I,a,-2,2,100,0,1,162
1519174705088,I,a,-2,2,100,0,1,162
1519174705088,I,a,-2,2,100,0,1,162
1519174705088,I,a,-2,2,100,0,1,162
1519174705089,I,a,-2,2,100,0,1,162
1519174705089,I,a,-2,2,100,0,1,162
1519174705090,I,a,-2,2,100,0,1,162
1519174705121,I,a,-2,2,100,0,1,162
1519174705122,I,a,-2,2,100,0,1,162
1519174705126,I,a,-2,2,100,0,1,162
1519174705141,I,a,-2,2,100,0,1,162
1519174705174,I,a,-2,2,100,0,1,162
1519174705174,I,a,-2,2,100,0,1,162
1519174705175,I,a,-2,2,100,0,1,162
1519174705190,I,a,-2,2,100,0,1,162
1519174705191,I,a,-2,2,100,0,1,162
1519174705206,I,a,-2,2,100,0,1,162
1519174705222,I,a,-2,2,100,0,1,162
1519174705238,I,a,-2,2,100,0,1,162
1519174705239,I,a,-2,2,100,0,1,162
1519174705254,I,a,-2,2,100,0,1,162
1519174705270,I,a,-2,2,100,0,1,162
1519174705286,I,a,-2,2,100,0,1,162
1519174705286,I,a,-2,2,100,0,1,162
1519174705302,I,a,-2,2,100,0,1,162
1519174705318,I,a,-2,2,102,0,1,162
1519174705336,I,a,-2,2,100,0,1,162
1519174705336,I,a,-2,2,100,0,1,162
1519174705351,I,a,-2,2,100,0,1,162
1519174705367,I,a,-2,2,100,0,1,162
1519174705384,I,a,-2,2,100,0,1,162
1519174705384,I,a,-2,2,100,0,1,162
1519174705402,I,a,-2,2,100,0,1,162
1519174705417,I,a,-2,2,100,0,1,162
1519174705417,I,a,-2,2,100,0,1,162
1519174705434,I,a,-2,2,100,0,1,162
1519174705450,I,a,-2,2,100,0,1,162
1519174705466,I,a,-2,2,100,0,1,162
1519174705466,I,a,-2,2,100,0,1,162
1519174705482,I,a,-2,2,100,0,1,162
1519174705498,I,a,-2,2,100,0,1,162
1519174705514,I,a,-2,2,100,0,1,162
1519174705514,I,a,-2,2,100,0,1,162
1519174705530,I,a,-2,2,100,0,1,162
1519174705546,I,a,-2,2,100,0,1,162
1519174705563,I,a,-2,2,100,0,1,162
1519174705563,I,a,-2,2,100,0,1,162
1519174705579,I,a,-2,2,100,0,1,162
1519174705595,I,a,-2,2,100,0,1,162
1519174705612,I,a,-2,2,100,0,1,162
1519174705613,I,a,-2,2,100,0,1,162
1519174705629,I,a,-2,2,100,0,1,162
1519174705646,I,a,-2,2,100,0,1,162
1519174705646,I,a,-2,2,100,0,1,162
1519174705663,I,a,-2,2,100,0,1,162
1519174705679,I,a,-2,2,100,0,1,162
1519174705696,I,a,-2,2,100,0,1,162
1519174705696,I,a,-2,2,100,0,1,162
1519174705714,I,a,-2,2,100,0,1,162
1519174705729,I,a,-2,2,100,0,1,162
1519174705729,I,a,-2,2,100,0,1,162
1519174705746,I,a,-2,2,100,0,1,162
1519174705762,I,a,-2,2,100,0,1,162
1519174705779,I,a,-2,2,100,0,1,162
1519174705779,I,a,-2,2,100,0,1,162
1519174705796,I,a,-2,2,100,0,1,162
1519174705812,I,a,-2,2,100,0,1,162
1519174705829,I,a,-2,2,100,0,1,162
1519174705829,I,a,-2,2,100,0,1,162
1519174705846,I,a,-2,2,100,0,1,162
1519174705862,I,a,-2,2,100,0,1,162
1519174705862,I,a,-2,2,100,0,1,162
1519174705879,I,a,-2,2,100,0,1,162
1519174705895,I,a,-2,2,100,0,1,162
1519174705912,I,a,-2,2,100,0,1,162
1519174705912,I,a,-2,2,100,0,1,162
1519174705929,I,a,-2,2,100,0,1,162
1519174705946,I,a,-2,2,100,0,1,162
1519174705962,I,a,-2,2,100,0,1,162
1519174705962,I,a,-2,2,100,0,1,162
1519174705978,I,a,-2,2,100,0,1,162
1519174705996,I,a,-2,2,100,0,1,162
1519174705996,I,a,-2,2,100,0,1,162
1519174706012,I,a,-2,2,100,0,1,162
1519174706029,I,a,-2,2,100,0,1,162
1519174706045,I,a,-2,2,100,0,1,162
1519174706045,I,a,-2,2,100,0,1,162
1519174706062,I,a,-2,2,100,0,1,162
1519174706079,I,a,-2,2,100,0,1,162
1519174706095,I,a,-2,2,100,0,1,162
1519174706096,I,a,-2,2,100,0,1,162
1519174706112,I,a,-2,2,100,0,1,162
1519174706128,I,a,-2,2,100,0,1,162
1519174706128,I,a,-2,2,100,0,1,162
1519174706145,I,a,-2,2,100,0,1,162
1519174706162,I,a,-2,2,100,0,1,162
1519174706179,I,a,-2,2,100,0,1,162
1519174706195,I,a,-2,2,100,0,1,162
1519174706195,I,a,-2,2,100,0,1,162
1519174706212,I,a,-2,2,100,0,1,162
1519174706212,I,a,-2,2,100,0,1,162
1519174706229,I,a,-2,2,100,0,1,162
1519174706245,I,a,-2,2,100,0,1,162
1519174706262,I,a,-2,2,100,0,1,162
1519174706262,I,a,-2,2,100,0,1,162
1519174706278,I,a,-2,2,100,0,1,162
1519174706296,I,a,-2,2,100,0,1,162
1519174706296,I,a,-2,2,100,0,1,162
1519174706311,I,a,-2,2,100,0,1,162
1519174706328,I,a,-2,2,100,0,1,162
1519174706345,I,a,-2,2,100,0,1,162
1519174706345,I,a,-2,2,100,0,1,162
1519174706362,I,a,-2,2,100,0,1,162
1519174706378,I,a,-2,2,100,0,1,162
1519174706396,I,a,-2,2,100,0,1,162
1519174706412,I,a,-2,2,100,0,1,162
1519174706412,I,a,-2,2,100,0,1,162
1519174706428,I,a,-2,2,100,0,1,162
1519174706446,I,a,-2,2,100,0,1,162
1519174706446,I,a,-2,2,100,0,1,162
1519174706462,I,a,-2,2,100,0,1,162
1519174706478,I,a,-2,2,100,0,1,162
1519174706478,I,a,-2,2,100,0,1,162
1519174706495,I,a,-2,2,100,0,1,162
1519174706513,I,a,-2,2,100,0,1,162
1519174706513,I,a,-2,2,100,0,1,162
1519174706528,I,a,-2,2,100,0,1,162
1519174706545,I,a,-2,2,100,0,1,162
1519174706562,I,a,-2,2,100,0,1,162
1519174706562,I,a,-2,2,100,0,1,162
1519174706579,I,a,-2,2,100,0,1,162
1519174706595,I,a,-2,2,100,0,1,162
1519174706612,I,a,-2,2,100,0,1,162
1519174706612,I,a,-2,2,100,0,1,162
1519174706628,I,a,-2,2,100,0,1,162
1519174706645,I,a,-2,2,100,0,1,162
1519174706645,I,a,-2,2,100,0,1,162
1519174706662,I,a,-2,2,100,0,1,162
1519174706679,I,a,-2,2,100,0,1,162
1519174706695,I,a,-2,2,100,0,1,162
1519174706695,I,a,-2,2,100,0,1,162
1519174706712,I,a,-2,2,100,0,1,162
1519174706729,I,a,-2,2,100,0,1,162
1519174706729,I,a,-2,2,100,0,1,162
1519174706745,I,a,-2,2,100,0,1,162
1519174706762,I,a,-2,2,100,0,1,162
1519174706778,I,a,-2,2,100,0,1,162
1519174706779,I,a,-2,2,102,0,1,162
1519174706795,I,a,-2,2,100,0,1,162
1519174706811,I,a,-2,2,100,0,1,162
1519174706812,I,a,-2,2,100,0,1,162
1519174706829,I,a,-2,2,100,0,1,162
1519174706845,I,a,-2,2,100,0,1,162
1519174706862,I,a,-2,2,100,0,1,162
1519174706862,I,a,-2,2,100,0,1,162
1519174706879,I,a,-2,2,100,0,1,162
1519174706895,I,a,-2,2,100,0,1,162
1519174706912,I,a,-2,2,100,0,1,162
1519174706912,I,a,-2,2,100,0,1,162
1519174706929,I,a,-2,2,102,0,1,162
1519174706946,I,a,-2,2,100,0,1,162
1519174706946,I,a,-2,2,100,0,1,162
1519174706965,I,a,-2,2,100,0,1,162
1519174706981,I,a,-2,2,100,0,1,162
1519174706981,I,a,-2,2,100,0,1,162
1519174706997,I,a,-2,2,100,0,1,162
1519174707014,I,a,-2,2,100,0,1,162
1519174707031,I,a,-2,2,102,0,1,162
1519174707031,I,a,-2,2,100,0,1,162
1519174707057,I,a,-2,2,100,0,1,162
1519174707057,I,a,-2,2,100,0,1,162
1519174707079,I,a,-2,2,100,0,1,162
1519174707079,I,a,-2,2,100,0,1,162
1519174707095,I,a,-2,2,100,0,1,162
1519174707111,I,a,-2,2,100,0,1,162
1519174707111,I,a,-2,2,100,0,1,162
1519174707128,I,a,-2,2,102,0,1,162
1519174707145,I,a,-2,2,104,0,1,162
1519174707162,I,a,-2,2,100,0,1,162
1519174707162,I,a,-4,0,100,0,1,162
1519174707180,I,a,-2,2,102,0,1,162
1519174707195,I,a,-2,4,100,2,1,162
1519174707212,I,a,-2,6,98,2,1,162
1519174707212,I,a,-2,6,98,2,1,162
1519174707229,I,a,-6,-16,102,2,1,162
1519174707245,I,a,-2,6,98,0,1,162
1519174707245,I,a,-2,2,100,0,2,162
1519174707262,I,a,-4,0,100,0,2,162
1519174707279,I,a,-2,2,100,0,2,162
1519174707295,I,a,-2,2,102,0,2,162
1519174707295,I,a,-2,2,100,0,2,162
1519174707313,I,a,-2,2,100,0,2,162
1519174707329,I,a,-2,2,100,0,2,162
1519174707329,I,a,-2,2,100,0,2,162
